"name","plataform","userscore","userscore_reviews","userscore_cat","release","genre","genero_principal","exclusivo","tipo_score"
"Shiftlings","PlayStation 4",6.4,18,"MEDIO",2015-03-03,"Action/Platformer/2D","Action",0,"userscore"
"The Book of Unwritten Tales 2","PlayStation 4",6.7,21,"MEDIO",2015-09-18,"Adventure/General/Point-and-Click","Adventure",0,"userscore"
"Sudden Strike 4","PlayStation 4",7.3,30,"MEDIO",2017-08-15,"Strategy/Real-Time/General","Strategy",1,"userscore"
"Sword Art Online: Lost Song","PlayStation 4",6.2,86,"MEDIO",2015-11-17,"Role-Playing/Action RPG","Role-Playing",1,"userscore"
"BRAWL","PlayStation 4",6.4,70,"MEDIO",2015-04-24,"Action/Arcade","Action",1,"userscore"
"Groundhog Day: Like Father Like Son","PlayStation 4",5.4,16,"MEDIO",2019-09-17,"Adventure/3D/First-Person","Adventure",1,"userscore"
"Ghost Blade HD","PlayStation 4",6.4,8,"MEDIO",2017-02-28,"Action/Shooter/Shoot-'Em-Up/Vertical","Action",0,"userscore"
"WRC 5","PlayStation 4",5.9,34,"MEDIO",2015-10-13,"Racing/Simulation/Automobile","Racing",1,"userscore"
"Agents of Mayhem","PlayStation 4",6.7,147,"MEDIO",2017-08-15,"Action Adventure/Open-World","Action Adventure",0,"userscore"
"Velocibox","PlayStation 4",5.8,9,"MEDIO",2015-07-28,"Action/General/Arcade","Action",1,"userscore"
"Chimparty","PlayStation 4",6.4,21,"MEDIO",2018-11-13,"Miscellaneous/Party / Minigame","Miscellaneous",1,"userscore"
"Blind","PlayStation 4",5,11,"MEDIO",2018-09-18,"Adventure/3D/First-Person","Adventure",1,"userscore"
"The Infectious Madness of Doctor Dekker","PlayStation 4",3.1,7,"BAIXO",2018-06-05,"Adventure/General","Adventure",1,"userscore"
"Dangerous Driving","PlayStation 4",3.9,41,"BAIXO",2019-04-09,"Racing/Arcade/Automobile","Racing",0,"userscore"
"Super Monkey Ball: Banana Blitz HD","PlayStation 4",5.4,24,"MEDIO",2019-10-29,"Miscellaneous/Party / Minigame","Miscellaneous",0,"userscore"
"The Lost Child","PlayStation 4",5.1,10,"MEDIO",2018-06-19,"Role-Playing/Japanese-Style","Role-Playing",1,"userscore"
"The Walking Dead: The Telltale Series - A New Frontier Episode 4: Thicker than Water","PlayStation 4",4.9,24,"BAIXO",2017-04-25,"Adventure/Point-and-Click","Adventure",1,"userscore"
"Monster of the Deep: Final Fantasy XV","PlayStation 4",8.8,180,"ALTO",2017-11-21,"Sports/Individual/Nature/Fishing","Sports",1,"userscore"
"Intruders: Hide and Seek","PlayStation 4",6.7,21,"MEDIO",2019-02-13,"Action Adventure/General","Action Adventure",1,"userscore"
"Outward","PlayStation 4",7,88,"MEDIO",2019-03-26,"Role-Playing/Action Adventure/General/Survival/Open-World","Role-Playing",0,"userscore"
"Legend of Kay Anniversary","PlayStation 4",5.9,16,"MEDIO",2015-07-28,"Action Adventure/General/Linear","Action Adventure",1,"userscore"
"Zombie Army Trilogy","PlayStation 4",7,111,"MEDIO",2015-03-03,"Action/Shooter/Third-Person/Arcade","Action",0,"userscore"
"Toy Soldiers: War Chest","PlayStation 4",7.1,66,"MEDIO",2015-08-11,"Strategy/General","Strategy",0,"userscore"
"Ninjin: Clash of Carrots","PlayStation 4",5.3,13,"MEDIO",2018-09-04,"Action/Beat-'Em-Up/2D","Action",1,"userscore"
"The Station","PlayStation 4",6.4,9,"MEDIO",2018-02-20,"Adventure/3D/First-Person","Adventure",0,"userscore"
"Here They Lie","PlayStation 4",6.9,106,"MEDIO",2016-10-13,"Adventure/3D/First-Person","Adventure",1,"userscore"
"FlatOut 4: Total Insanity","PlayStation 4",6.1,49,"MEDIO",2017-03-17,"Racing/Arcade/Automobile","Racing",0,"userscore"
"Little Nightmares: The Depths","PlayStation 4",5.9,13,"MEDIO",2017-07-07,"General/Action Adventure/Linear","General",1,"userscore"
"Malicious Fallen","PlayStation 4",6.1,15,"MEDIO",2017-02-21,"Action/General","Action",1,"userscore"
"Worms Battlegrounds","PlayStation 4",5.9,75,"MEDIO",2014-06-03,"Strategy/Turn-Based/Wargame/Artillery","Strategy",0,"userscore"
"Adventure Time: Pirates of the Enchiridion","PlayStation 4",6.4,24,"MEDIO",2018-07-17,"Action Adventure/Open-World","Action Adventure",1,"userscore"
"Conception Plus: Maidens of the Twelve Stars","PlayStation 4",3.8,13,"BAIXO",2019-11-05,"Role-Playing/Japanese-Style","Role-Playing",1,"userscore"
"WWE 2K15","PlayStation 4",5.2,178,"MEDIO",2014-11-18,"Action/Sports/Fighting/Individual/Combat/Wrestling","Action",0,"userscore"
"Back to Bed","PlayStation 4",5.2,13,"MEDIO",2015-08-25,"Action/General","Action",1,"userscore"
"Color Guardians","PlayStation 4",6.2,59,"MEDIO",2015-05-12,"Action/Platformer/3D","Action",1,"userscore"
"Rory McIlroy PGA Tour","PlayStation 4",3.8,89,"BAIXO",2015-07-14,"Traditional/Sports/Individual/Golf/Sim","Traditional",0,"userscore"
"99Vidas","PlayStation 4",6.4,38,"MEDIO",2017-07-18,"Action/Beat-'Em-Up/2D","Action",1,"userscore"
"Gunscape","PlayStation 4",5,4,"MEDIO",2016-03-01,"Action/Shooter/First-Person/Arcade","Action",1,"userscore"
"Friday the 13th: The Game","PlayStation 4",6.3,246,"MEDIO",2017-05-26,"Action Adventure/Survival","Action Adventure",0,"userscore"
"Naruto to Boruto: Shinobi Striker","PlayStation 4",5.8,72,"MEDIO",2018-08-31,"Action/Fighting/3D","Action",0,"userscore"
"World of Warriors","PlayStation 4",2.9,10,"BAIXO",2018-03-21,"Action/General","Action",1,"userscore"
"Dungeons 2","PlayStation 4",6.6,25,"MEDIO",2016-05-24,"Strategy/General","Strategy",1,"userscore"
"WE ARE DOOMED","PlayStation 4",6.1,21,"MEDIO",2015-04-14,"Action/Shooter/Shoot-'Em-Up/Horizontal","Action",1,"userscore"
"Raging Justice","PlayStation 4",6,6,"MEDIO",2018-05-08,"Action/Beat-'Em-Up/2D","Action",1,"userscore"
"Filthy Lucre","PlayStation 4",6.4,7,"MEDIO",2016-09-16,"Action/Shooter/Shoot-'Em-Up/Top-Down","Action",1,"userscore"
"Downward Spiral: Horus Station","PlayStation 4",4.8,9,"BAIXO",2018-09-18,"Adventure/3D/First-Person","Adventure",1,"userscore"
"Island Time VR","PlayStation 4",5.3,6,"MEDIO",2018-04-03,"Action Adventure/Survival","Action Adventure",1,"userscore"
"JoJo's Bizarre Adventure: Eyes of Heaven","PlayStation 4",7.9,134,"ALTO",2016-06-28,"Action/Fighting/3D","Action",1,"userscore"
"Metal Max Xeno","PlayStation 4",6,18,"MEDIO",2018-09-25,"Role-Playing/General","Role-Playing",1,"userscore"
"The Crew","PlayStation 4",5.3,643,"MEDIO",2014-12-02,"GT / Street/Driving/Racing/Simulation/GT / Street/Automobile","GT",0,"userscore"
"PaRappa the Rapper Remastered","PlayStation 4",5.2,64,"MEDIO",2017-04-04,"Action/Rhythm/Music","Action",1,"userscore"
"Monkey King: Hero is Back","PlayStation 4",6.5,48,"MEDIO",2019-10-17,"Action/General","Action",1,"userscore"
"Has-Been Heroes","PlayStation 4",6.5,11,"MEDIO",2017-03-28,"Strategy/Turn-Based/General/Tactics","Strategy",1,"userscore"
"Batman: Arkham Knight - A Matter of Family","PlayStation 4",6.9,56,"MEDIO",2015-07-14,"Action Adventure/Open-World","Action Adventure",0,"userscore"
"J-Stars Victory Vs+","PlayStation 4",6.4,105,"MEDIO",2015-06-30,"Action/Fighting/3D","Action",1,"userscore"
"The Witch and the Hundred Knight 2","PlayStation 4",6.2,16,"MEDIO",2018-03-27,"Role-Playing/Action RPG","Role-Playing",1,"userscore"
"Flockers","PlayStation 4",4.5,11,"BAIXO",2014-09-23,"Puzzle/Action","Puzzle",0,"userscore"
"Outcast: Second Contact","PlayStation 4",7.1,24,"MEDIO",2017-11-14,"Action Adventure/Adventure/General/Open-World","Action Adventure",0,"userscore"
"Need for Speed Payback","PlayStation 4",4.3,1220,"BAIXO",2017-11-07,"Simulation/Racing/Arcade/Automobile","Simulation",0,"userscore"
"Asterix & Obelix XXL 2","PlayStation 4",6.9,14,"MEDIO",2018-11-29,"Action/Platformer/3D","Action",0,"userscore"
"Asemblance","PlayStation 4",5.3,15,"MEDIO",2016-06-21,"Adventure/3D/First-Person","Adventure",1,"userscore"
"Massira","PlayStation 4",5.2,16,"MEDIO",2019-09-16,"Adventure/3D/Third-Person","Adventure",1,"userscore"
"Devil May Cry HD Collection","PlayStation 4",8,191,"ALTO",2018-03-13,"Miscellaneous/Compilation","Miscellaneous",0,"userscore"
"The Dwarves","PlayStation 4",7.4,50,"MEDIO",2016-12-01,"Role-Playing/General","Role-Playing",0,"userscore"
"Lifeless Planet: Premier Edition","PlayStation 4",4.8,21,"BAIXO",2016-07-19,"Action Adventure/General","Action Adventure",0,"userscore"
"Resident Evil 6","PlayStation 4",6.7,425,"MEDIO",2016-03-29,"Action Adventure/Survival","Action Adventure",0,"userscore"
"Truck Racing Championship","PlayStation 4",3.6,5,"BAIXO",2019-08-20,"Racing/Simulation/Automobile","Racing",1,"userscore"
"Slender: The Arrival","PlayStation 4",6.8,36,"MEDIO",2015-03-24,"Adventure/3D/First-Person","Adventure",1,"userscore"
"NHL 15","PlayStation 4",3.7,312,"BAIXO",2014-09-09,"Sports/Traditional/Team/Ice Hockey/Sim","Sports",0,"userscore"
"EVE: Gunjack","PlayStation 4",6.2,18,"MEDIO",2016-10-13,"Action/Simulation/Flight/Shooter/Light Gun/Combat","Action",1,"userscore"
"KickBeat: Special Edition","PlayStation 4",4.3,12,"BAIXO",2014-09-16,"Action/Miscellaneous/Rhythm/Music","Action",1,"userscore"
"Ancient Amuletor","PlayStation 4",6.6,12,"MEDIO",2017-06-27,"Adventure/3D/First-Person","Adventure",1,"userscore"
"SNK Heroines: Tag Team Frenzy","PlayStation 4",6.4,37,"MEDIO",2018-09-07,"Action/Fighting/2D","Action",1,"userscore"
"Assassin's Creed Chronicles: Russia","PlayStation 4",4.5,52,"BAIXO",2016-02-09,"General/Action Adventure/Linear","General",0,"userscore"
"Metal Gear Survive","PlayStation 4",1.4,1045,"BAIXO",2018-02-20,"Action Adventure/General/Survival","Action Adventure",0,"userscore"
"Super Neptunia RPG","PlayStation 4",4,22,"BAIXO",2019-06-25,"Role-Playing/Action RPG","Role-Playing",1,"userscore"
"The Technomancer","PlayStation 4",6.6,145,"MEDIO",2016-06-28,"Role-Playing/General/Western-Style","Role-Playing",0,"userscore"
"All-Star Fruit Racing","PlayStation 4",4.5,12,"BAIXO",2018-08-21,"Racing/Arcade/Automobile","Racing",1,"userscore"
"Deadpool","PlayStation 4",6.2,122,"MEDIO",2015-11-17,"Action/Action Adventure/Shooter/Beat-'Em-Up/Linear/Third-Person/3D/Arcade","Action",1,"userscore"
"De-formers","PlayStation 4",4.2,13,"BAIXO",2017-04-21,"Action/Arcade","Action",1,"userscore"
"Narcos: Rise of the Cartels","PlayStation 4",2.4,16,"BAIXO",2019-11-19,"Action/Strategy/Turn-Based/General/Tactics","Action",0,"userscore"
"N.E.R.O.: Nothing Ever Remains Obscure","PlayStation 4",6.4,9,"MEDIO",2016-06-24,"Adventure/Puzzle/General/3D/First-Person","Adventure",0,"userscore"
"YIIK: A Postmodern RPG","PlayStation 4",4,15,"BAIXO",2019-01-17,"Role-Playing/Japanese-Style","Role-Playing",1,"userscore"
"Planet of the Apes: Last Frontier","PlayStation 4",5.3,36,"MEDIO",2017-11-21,"Action Adventure/General","Action Adventure",1,"userscore"
"Immortal Legacy: The Jade Cipher","PlayStation 4",7.3,38,"MEDIO",2019-04-16,"Action/Shooter/Light Gun","Action",1,"userscore"
"Late Shift","PlayStation 4",6.8,52,"MEDIO",2017-04-18,"Adventure/General","Adventure",0,"userscore"
"Saint Seiya: Soldiers' Soul","PlayStation 4",7.4,88,"MEDIO",2015-10-06,"Action/Fighting/3D","Action",1,"userscore"
"Lost Sea","PlayStation 4",6.2,5,"MEDIO",2016-07-04,"Strategy/General","Strategy",0,"userscore"
"The Evil Within: The Executioner","PlayStation 4",6.4,38,"MEDIO",2015-05-25,"Action Adventure/Survival","Action Adventure",1,"userscore"
"Micro Machines World Series","PlayStation 4",3.6,35,"BAIXO",2017-06-30,"Racing/General/Arcade/Automobile","Racing",0,"userscore"
"Contrast","PlayStation 4",6.4,388,"MEDIO",2013-11-15,"Platformer/3D/Miscellaneous/Puzzle/Action/Puzzle/Action","Platformer",1,"userscore"
"Rogue Trooper Redux","PlayStation 4",6.7,7,"MEDIO",2017-10-17,"Action/Shooter/Third-Person/Arcade","Action",0,"userscore"
"Loadout","PlayStation 4",5.9,90,"MEDIO",2014-12-16,"Action/Shooter/Third-Person/Modern/Arcade","Action",1,"userscore"
"NBA Live 15","PlayStation 4",5.9,83,"MEDIO",2014-10-28,"Sports/Traditional/Team/Basketball/Arcade","Sports",0,"userscore"
"NBA Live 16","PlayStation 4",6.1,74,"MEDIO",2015-09-29,"Sports/Team/Basketball/Sim","Sports",0,"userscore"
"Rain World","PlayStation 4",7,37,"MEDIO",2017-03-28,"Action/Platformer/2D","Action",1,"userscore"
"Blacksad: Under the Skin","PlayStation 4",5.8,44,"MEDIO",2019-11-05,"Adventure/3D/First-Person","Adventure",0,"userscore"
"Darksiders III: Keepers of the Void","PlayStation 4",2.2,13,"BAIXO",2019-07-16,"Action Adventure/Open-World","Action Adventure",1,"userscore"
"Utawarerumono Zan","PlayStation 4",3.8,12,"BAIXO",2019-09-10,"Action/General","Action",1,"userscore"
"Pillar","PlayStation 4",6.6,8,"MEDIO",2015-02-17,"Puzzle/Action","Puzzle",1,"userscore"
"Skylar & Plux: Adventure on Clover Island","PlayStation 4",6.7,19,"MEDIO",2017-05-19,"Action/Platformer/3D","Action",0,"userscore"
"Asterix & Obelix XXL 3: The Crystal Menhir","PlayStation 4",5.2,12,"MEDIO",2019-11-28,"Action/Platformer/3D","Action",0,"userscore"
"The Inpatient","PlayStation 4",5.8,95,"MEDIO",2018-01-23,"Action Adventure/Survival","Action Adventure",1,"userscore"
"SG/ZH: School Girl Zombie Hunter","PlayStation 4",6.2,18,"MEDIO",2017-11-17,"Action/Shooter/Third-Person/Arcade","Action",1,"userscore"
"Rack N Ruin","PlayStation 4",6.6,8,"MEDIO",2015-03-31,"Fantasy/Action/Action Adventure/General/Open-World","Fantasy",1,"userscore"
"Murdered: Soul Suspect","PlayStation 4",6.8,421,"MEDIO",2014-06-03,"Action/Action Adventure/General/Horror/Survival","Action",0,"userscore"
"Road Redemption","PlayStation 4",4.1,15,"BAIXO",2018-11-06,"Simulation/Vehicle/Combat","Simulation",1,"userscore"
"Final Fantasy XV: Episode Gladiolus","PlayStation 4",8.8,246,"ALTO",2017-03-29,"Role-Playing/Action RPG","Role-Playing",1,"userscore"
"Drive!Drive!Drive!","PlayStation 4",5,7,"MEDIO",2016-12-13,"Racing/Arcade/Automobile","Racing",1,"userscore"
"PlayStation VR WORLDS","PlayStation 4",6.9,127,"MEDIO",2016-10-10,"Miscellaneous/Party / Minigame","Miscellaneous",1,"userscore"
"Golem","PlayStation 4",7.2,26,"MEDIO",2019-11-15,"Action/General","Action",1,"userscore"
"Entwined","PlayStation 4",6.7,180,"MEDIO",2014-06-09,"Action/General/Arcade","Action",1,"userscore"
"Little Witch Academia: Chamber of Time","PlayStation 4",6.9,28,"MEDIO",2018-05-15,"Action/Role-Playing/General/Action RPG","Action",1,"userscore"
"Blacklight: Retribution","PlayStation 4",6.1,193,"MEDIO",2013-11-15,"Action/Shooter/Shooter/First-Person/Sci-Fi/Sci-Fi/Arcade","Action",1,"userscore"
"Star Ocean: Integrity and Faithlessness","PlayStation 4",6.4,269,"MEDIO",2016-06-28,"Role-Playing/Action RPG/Japanese-Style","Role-Playing",1,"userscore"
"One Piece: World Seeker","PlayStation 4",4.3,168,"BAIXO",2019-03-15,"General/Action Adventure/Open-World","General",0,"userscore"
"Jupiter & Mars","PlayStation 4",4.9,17,"BAIXO",2019-04-22,"Simulation/General","Simulation",1,"userscore"
"Attractio","PlayStation 4",6.1,9,"MEDIO",2016-01-19,"Puzzle/Action/General","Puzzle",1,"userscore"
"The Church in the Darkness","PlayStation 4",5,7,"MEDIO",2019-08-02,"Action Adventure/Open-World","Action Adventure",0,"userscore"
"V-Rally 4","PlayStation 4",6,22,"MEDIO",2018-09-11,"Racing/Arcade/Automobile","Racing",0,"userscore"
"Mitsurugi Kamui Hikae","PlayStation 4",4.2,11,"BAIXO",2016-02-16,"Action/Beat-'Em-Up/3D","Action",1,"userscore"
"Bladestorm: Nightmare","PlayStation 4",6,28,"MEDIO",2015-03-17,"Action/Beat-'Em-Up/3D","Action",1,"userscore"
"Desert Child","PlayStation 4",6.2,6,"MEDIO",2018-12-11,"Racing/Arcade/Futuristic","Racing",1,"userscore"
"Goat Simulator","PlayStation 4",4.9,112,"BAIXO",2015-08-11,"Simulation/General","Simulation",0,"userscore"
"Cel Damage HD","PlayStation 4",6.1,38,"MEDIO",2014-04-22,"Simulation/Driving/Racing/Vehicle/Kart/Combat","Simulation",1,"userscore"
"Dark Rose Valkyrie","PlayStation 4",6,24,"MEDIO",2017-06-06,"Role-Playing/Japanese-Style","Role-Playing",1,"userscore"
"Touhou: Scarlet Curiosity","PlayStation 4",7.2,20,"MEDIO",2016-09-22,"Role-Playing/Action Adventure/General/Action RPG","Role-Playing",1,"userscore"
"Carnival Games VR","PlayStation 4",5.8,11,"MEDIO",2016-10-28,"Action/Miscellaneous/General/Party / Minigame","Action",1,"userscore"
"Elex","PlayStation 4",6.5,628,"MEDIO",2017-10-17,"Role-Playing/Western-Style","Role-Playing",0,"userscore"
"Omega Quintet","PlayStation 4",7,91,"MEDIO",2015-04-28,"Console-style RPG/Role-Playing/Japanese-Style","Console-style RPG",1,"userscore"
"Sonic Forces","PlayStation 4",6.7,793,"MEDIO",2017-11-07,"Action Adventure/General","Action Adventure",0,"userscore"
"Little Dragons Cafe","PlayStation 4",4.2,11,"BAIXO",2018-08-24,"Strategy/Management/Business / Tycoon","Strategy",1,"userscore"
"Sinner: Sacrifice for Redemption","PlayStation 4",3.8,16,"BAIXO",2018-10-18,"Action Adventure/General","Action Adventure",0,"userscore"
"Stranger Things 3: The Game","PlayStation 4",4.9,17,"BAIXO",2019-07-04,"Action Adventure/General","Action Adventure",0,"userscore"
"Necropolis","PlayStation 4",3.8,4,"BAIXO",2016-10-04,"Action Adventure/General","Action Adventure",1,"userscore"
"Zotrix","PlayStation 4",3.7,6,"BAIXO",2015-12-08,"Action/Shooter/Shoot-'Em-Up/Top-Down","Action",1,"userscore"
"The LEGO Movie 2 Videogame","PlayStation 4",1.9,21,"BAIXO",2019-02-26,"Action Adventure/General","Action Adventure",0,"userscore"
"Destiny 2: Curse of Osiris","PlayStation 4",1.5,581,"BAIXO",2017-12-05,"Action/Shooter/First-Person/Arcade","Action",0,"userscore"
"Onechanbara Z2: Chaos","PlayStation 4",6.8,86,"MEDIO",2015-07-21,"Action Adventure/Survival","Action Adventure",1,"userscore"
"Tour de France 2018","PlayStation 4",6.4,14,"MEDIO",2018-06-28,"Sports/Individual/Biking","Sports",1,"userscore"
"Aegis of Earth: Protonovus Assault","PlayStation 4",6.4,11,"MEDIO",2016-03-15,"Strategy/Real-Time/Defense","Strategy",1,"userscore"
"Catlateral Damage","PlayStation 4",5.1,16,"MEDIO",2016-03-22,"Action/Platformer/3D","Action",1,"userscore"
"Animal Force","PlayStation 4",5,10,"MEDIO",2018-07-10,"Action/General","Action",1,"userscore"
"Far Cry 5: Lost on Mars","PlayStation 4",5.6,46,"MEDIO",2018-07-17,"Action/Shooter/First-Person/Arcade","Action",1,"userscore"
"Akiba's Trip: Undead & Undressed","PlayStation 4",6.8,62,"MEDIO",2014-11-25,"Action Adventure/Adventure/General/Open-World","Action Adventure",1,"userscore"
"Raiders of the Broken Planet","PlayStation 4",5,25,"MEDIO",2017-09-22,"Strategy/Real-Time/MOBA","Strategy",0,"userscore"
"Theseus","PlayStation 4",6.5,19,"MEDIO",2017-07-26,"Action Adventure/General","Action Adventure",1,"userscore"
"Jump Force","PlayStation 4",4.4,269,"BAIXO",2019-02-15,"Action Adventure/General/Action/Fighting/3D","Action Adventure",0,"userscore"
"Surgeon Simulator: Anniversary Edition","PlayStation 4",5,66,"MEDIO",2014-08-12,"Simulation/General/Virtual/Career","Simulation",1,"userscore"
"Earthlock: Festival of Magic","PlayStation 4",5.3,4,"MEDIO",2017-01-27,"Role-Playing/General","Role-Playing",0,"userscore"
"Lethal VR","PlayStation 4",4.9,10,"BAIXO",2016-12-20,"Action/Shooter/First-Person/Light Gun/Arcade","Action",1,"userscore"
"Perception","PlayStation 4",6.1,27,"MEDIO",2017-06-06,"Adventure/3D/First-Person","Adventure",0,"userscore"
"Dangerous Golf","PlayStation 4",4.9,25,"BAIXO",2016-06-03,"Sports/Individual/Golf/Arcade","Sports",0,"userscore"
"Far Cry 4: Escape from Durgesh Prison","PlayStation 4",6.1,27,"MEDIO",2015-01-13,"Action/Shooter/First-Person/Modern/Arcade","Action",1,"userscore"
"ADR1FT","PlayStation 4",4.8,34,"BAIXO",2016-07-15,"Action/Action Adventure/General/Survival","Action",1,"userscore"
"Toren","PlayStation 4",5.4,82,"MEDIO",2015-05-12,"Fantasy/Action Adventure/General","Fantasy",1,"userscore"
"Gal*Gun 2","PlayStation 4",6.8,20,"MEDIO",2018-04-24,"Action/Shooter/Light Gun","Action",1,"userscore"
"Hardware: Rivals","PlayStation 4",5.2,87,"MEDIO",2016-01-05,"Simulation/Vehicle/Combat","Simulation",1,"userscore"
"Verdun","PlayStation 4",7,43,"MEDIO",2016-08-30,"Action/Shooter/First-Person/Tactical/Arcade","Action",0,"userscore"
"Train Sim World","PlayStation 4",6.2,13,"MEDIO",2018-07-24,"Miscellaneous/Compilation","Miscellaneous",1,"userscore"
"100ft Robot Golf","PlayStation 4",5.9,21,"MEDIO",2017-09-27,"Sports/Individual/Golf/Arcade","Sports",1,"userscore"
"Submerged","PlayStation 4",4.8,37,"BAIXO",2015-08-04,"Action Adventure/General","Action Adventure",0,"userscore"
"Drawn to Death","PlayStation 4",6,145,"MEDIO",2017-04-04,"Action/Shooter/Third-Person/Sci-Fi/Arcade","Action",1,"userscore"
